number,id,reviewText,summary,Label
1898,10405,"Don't waste your money on this so-called stereo system.  The sound is horrendous, even for background music.  It only looks nice.  It sounds like a tin box.  The sound on my laptop computer is far superior to this sound system.  The only thing I use this product for is listening to AM radio such as news, and the clock feature.  It takes too long for the stereo to read a CD when it is put in.  Changing CD's requires you to touch the readable surface of the disc. This one's heading for the bargain table at my next garage sale.",Horrendously poor product,2
749,10409,"The Aiwa CD player is one of the best that I have purchased.  I have had it for almost 4 years now.  It plays CD-R's as well as regular CDs. The sound quality is good, and for those of you that like volume and bass this model will satisfy.  I've dropped it, bounced it and it's incredibly hard to get it to skip. (Though it did skip when it hit the floor from the treadmill.)  The silver body does get scratched up pretty easily, though that really only messes up the aesthetics and not the sound quality.  THe car kit is complete and easy to use.  The backlight display is very helpful in the dark.",Great Player,1
750,10410,"I bought this product after reading online reviews.  Originally I was in the market for a Sony.  When I read how satisfied others were with the Aiwa XP-779, I changed my mind.  I bought it over a year ago and haven't a  complaint!  The anti-shock system is excellent!  I never found the features  difficult to operate, it seemed simple to me.  Also, the rechargeable  battery function is priceless!  I just charge them up before I go away and  leave the other attachments at home!  If you want a reliable cd player, buy  this one, you won't regret it!",Best Buy!,1
1899,10418,"I ordered this product so often that I should be on 1st named basis with the sellers, LOL So yes I LOVE THIS PRODUCT.",LOL So yes I LOVE THIS PRODUCT,1
1900,10429,"The inserts work great with my CD packaging program. The SureThing inserts are higher quality paper which prints much brighter, but priced 40% higher. These memorex inserts are adequate.",Jewel case inserts,1
1901,10431,These inserts are the only ones I've found that are perforated in all the right places.  Consistent quality and durability.,Excellent product.,1
751,10432,"I had to print inserts for about 100 CDs that would be used for wedding favors, and I did not think it would be a simple task at all. I purchased these labels and found it to be quite easy actually. Another reviewer mentioned the poor software that comes with it. However, I did not have a problem with the software at all and actually found it helpful. All our guests actually complimented how professional the CDs looked. My only complaint with the inserts themselves is I think Memorex could have added a few more perforations to make separating them from the rest of the paper easier. It seemed weird that a few logical ones were missing while in other areas the perforations seemed entirely extraneous. Overall though I would recommend these to anyone who needs to make relatively simple CD inserts.",Worked great!,1
752,10438,Perforations work great. Photos printed come out OK and have seen no fading yet. Once calibrated printing several sheets stay lined up.,WORKS GREAT,1
753,10440,These arrived on time and works out great. Works great on computer and looks good on my computer. Would buy again,received fast,1
3104,10441,Got a good deal and price for these inserts. And made it really easy to get them delivered to the house. These are hard to find usually but as always amazon came through again. Thanks.,good deal,1
754,10444,I couldn't find this product in any store but amazon came through. The quality of this paper is great nice and thick. Also its hard to find a better price on these trust me I've looked. Amazon gets 5 *'s for this.,Exactly what I needed,1
755,10445,Compared to prices at Office Max and Office Depot you get savings of @5.00 for this item.  The stores usuall do not have this item in stock and may or may not spec order.,Bargin,1
