number,id,reviewText:,summary:,Label
858,11663,"This product does exactly what its supposed to do. I don't understand people who expected this product to support VOX. It does not say anything about VOX in product description. I personally don't like VOX, because I don't want my children to hear what I'm saying when I fall down while skiing :-).Anyway the product is OK. The only problem for me is a very short wire, that's why I gave it 4 stars.",Good product. Short wire,"1,3"
859,11673,A great device to use with the Motorola MR350R. It provides you hands free use of the radio.It is a must if you are traveling with a group of motorhomes and need to communicate with each other.,Motorola Earbud,1
860,11674,"I know other people use these, but for me i could not get it to stay in my ear? maybe my ears are defective? yes it was cheap, but so what if you can not use it.",DID NOT WORK FOR ME,2
861,11680,"I work for a haunted house in October. I am a manager and lead the technical crew. Our headsets we ordered only worked for one evening. We returned for work the next afternoon and the headsets did not function. The headset I used the night before that I put back on my desk with my radio in my charger - I could only hear squealing and my PTT button was inoperable. All was fine the night before when I signed off air through our head security officer. But then it worked, I had no trouble with it.",Only worked for one evening at work.,2
862,11705,"If you're in a noisy situation, these things are a piece of crap. You cannot hear one another, nor communicate with one another.",Crappy,2
863,11717,"My son uses them with his motorola radio.  They work fine, tricky for him trying to find the right distance from his mouth and the right sound and speed of talk.",Works as advertised,1
864,11719,"I bought these to use with my Motorola TalkAbout EM1000R, and they are perfect.  I read reviews that said the sound could be too loud and anoying but that is not the case at all.  I believe it was an excellent purchase.",Perfect,1
865,11724,Earbuds for a Motorola walkie talkie.  They are just what I wanted at a good price.  They work perfectly and were delivered on time as promised.,Exactly as expected,1
866,11749,So I bought these knowing the cord would be too short. I simply applied light heat to the coil and did a series of stretching. Working the softened rubber in increments and now the cord length is perfect. This thing is awesome. I'm a professional lighting grip in a film studio and this attachment makes my life and communication so much easier.,Resolved short cord issue...Heat gun is all you need.,1
867,11756,This product is real good to have. Well for me it is I use it for work and many different places out of work. I think it will be better if it also brings another speaker mic with the 2 pins to be able to use with other radios but this item is good thanks.,Nice,1
868,11762,"purchased these for a multi day trip to whistler with a group of 6.  since we didn't feel like paying for cellphone service in Canada, this seemed like a great alternative, in conjunction with some older motorola talkabout 289s that I had laying around.These are original motorola products, and have a secure clip on the back that we found will grip to whatever we fastened it to.  it's quite convenient to have just the speaker outside of a pocket, and the rest of the radio and cord inside.  push-button talking, and a nice loud speaker made it great for snowboarding, especially when it was blizzard-like conditions and visibility wasn't the best.",purchased for ski trip,1
869,11773,Purchased for the Motorola MS350R 35-Mile Talkabout Waterproof 2-Way Radios the mic comes in handy if you keep the radios on you hip.,Great Mic.,1
870,11779,I bought this product for the handhelds I bought a couple of weeks prior. I used this for my job because I was not always in the cafe and if something was needed from the storerooms or there was a customer complaint/problem. They worked great and did as I expected to!,Awesome Handset,1
871,11783,This is a must have for hearing transmissions from a personal walkie talkie when hiking or during volunteering and you need to communicate with others at your local event.  Highly recommend that everyone has one so you can clip your radio on your belt and then clip the mike to your shirt or jacket and never miss what someone is saying again.,Motorola Speaker Microphone Is A Great Accessory For Motorola Walkie Talkies,1
872,11786,I work outdoors for long periods at a time and this hand set speaker does the job perfectly for what I do. Would recommend to anyone who works outside.,Easy to grip,1
873,11787,The Hand mike Speaker makes the radio hand freee so that you can do other things. It gives an added convenience to the radio that is not there without it.,Radio conveniences,1
874,11799,Works great. Would buy it again. Sound is good and can use the mic from over a foot away and be heard.,Great!,1
